Zeitweise;1. Im notwendigen Umfang muss dem Lieferverkehr als wichtigem Bestandteil zum Erhalt der Gewerke und Dienstleistungen in der Innenstadt an Werktagen die Möglichkeit erhalten bleiben, zum Zwecke ihrer Aufgabenerfüllung ein- und auszupendeln.<br>2. Für Schwerlastverkehr ist ein generelles Fahrverbot innerhalb des Alleenrings auszusprechen.
Stimme zu;Die nachhaltige Planung, Umsetzung und der Ausbau insbesondere von Regionalbahnen und E- oder wasserstoffbetriebenen Bussen in der ganzen Euregio, ist voranzutreiben (bevorzugt ebenfalls wieder durch Kombination mit EU-Fördergeldern).  Die nachhaltige Stärkung gilt auch den Ausbau von Zug- und E-Busverbindungen aus und in die Eifel, die als Einpendler- und Naherholungsgebiet immer wichtiger und attraktiver für die Stadt Aachen wird. Die Anbindungen müssen flexibler und intelligenter gestaltet werden (siehe Frage 1).
5-15%;siehe hierzu Antworten zu Mobilität II: Zwingende Voraussetzung für eine weitere Reduzierung sind intelligente  und funktionierende P&R - Systeme sowie ein flexiblerer und wesentlich besser ausgebauter sowie intelligent getakteter ÖPNV sowie sichere und durchgehende Rad- und Fußwege.
Stimme nicht zu;Gänzlich autofreie Stadtquartiere verstoßen - solange keine adäquaten Alternativen für bestimmte Personengruppen zur Verfügung steht - gegen den Gleichbehandlungsgrundsatz, da sie nicht die berechtigten Bedürfnisse von Anwohnern, älteren, behinderten und stark mobilitätseingeschränkten Menschen berücksichtigen. Sobald dies realisiert ist, kann über gänzlich autofreie Quartiere nachgedacht werden, vorher nicht. Intelligenter als Verbote sind jedoch stetige, sukzessive Parkgebühr-Erhöhungen, die den selben Zweck erfüllen und gleichzeitig Einnahmen in die Stadtkasse spülen. Intelligente Verkehrleitsysteme müssen im gesamten Stadt- und Städteregionsbereich zwingend ausgebaut werden.
Stimme zu;Suffizienz, Vermeidung weiteren Flächenfraßes und fortschreitender Bodenversiegelung ist eines der Hauptthemen im Kommunalwahlkampf der ÖDP in Aachen und der StädteRegion. Hierzu der ungekürzte Originalauszug aus dem Kommunalwahlflyer der ÖDP für den Stadtrat in Aachen:<br>Wohnen und Bauen<br>Die ÖDP steht ein für eine sozial gerechte Wohnbauentwicklung bei nachhaltiger Flächennutzung. Dabei muss die zunehmende Flächenversiegelung bei Vorhaben auf das notwendige Maß reduziert werden. Das gilt auch für die Verkehrsplanung mit zweckmäßigen Verbindungen zur öffentlichen Versorgung. Wir setzen uns deshalb ein<br>-  für die komplette Abschaffung der  Anliegergebühren beim Straßenbau<br>- für alters- und behindertengerechte Wohnungen, die barrierefrei sind und möglichst direkte Parkmöglichkeiten bieten<br>- für Sozialwohnungen und Mehrgenetationenhäuser im öffentlich geförderten Wohnungsbau und für die Gründung von Wohnungsbaugenossenschaften mit überwiegender Bürgerbeteiligung<br>- für die Abschaffung der Freikaufmöglichkeiten bei Neubauprojekten hinsichtlich der Anzahl von einzurichtenden Sozialwohnungen und Parkplätzen<br>- für eine Stadt der kurzen Wege und die Schaffung von gemischten und lebenswerten Quartieren mit Gemeinschaftsgärten, Baumoasen sowie der Begrünung möglichst vieler Gebäude zur Verbesserung der Luftqualität<br>- dafür, dass freistehende Grundstücke zurück in die Hände der Stadt gelangen und mit Wohnraum nicht spekuliert wird<br>- dafür, dass die Stadt Aachen in ihrer Eigenschaft als Mehrheitseignerin der GEWOGE in den kommenden Jahren in den Ankauf von bestehendem Wohnraum investiert, diesen saniert und zu akzeptablen Preisen vermietet<br>- für die Überlassung öffentlicher Grundstücke an möglichst viele Bürger der Stadt oder an Genossenschaften in Form der Erbpacht<br>- für die Auslosung von interessierten Bürgern aus allen Altersstufen und Berufsgruppen, die zu wichtigen kommunalen Projekten oder für bestimmte Problemfelder Lösungsvorschläge erarbeiten (Losverfahren)<br>- für eine direkte Bürgerbeteiligung bei der Abstimmung über kostspielige Projekte. Als Beispiel sei die Sanierung des neuen Kurhauses genannt, die im Aachener Etat ca. 50 Mio. € verschlingt.<br>- für Stadtteil-Sozialarbeiter, die diese Beteiligung der Bürger organisieren und darüber hinaus in allen Stadtvierteln Angebote für jede Altersgruppe offerieren
Stimme zu;Die ÖDP denkt und handelt grundsätzlich im Sinne einer regionalen Versorgung und steht konzern- und  zentral gesteuerten Systemen generell kritisch gegenüber. Die ÖDP unterstützt deshalb diesen Vorschlag. Fossile Energie hat ausgedient. Erneuerbare Energien und Wasserstofftechnologie (insbesondere als geeignetes Speicherinstrument) sind konsequent auszubauen und zu nutzen. Ganz im Sinne einer Geneinwohlökonomie sind nach den Regeln <q>des ökologischen Fußabdrucks</q> Bonussysteme (auch bei Privathaushalten) und Betriebsoptimierungen umzusetzen. 
Stimme zu;Das <q>Ja</q> ergibt sich aus dem Gesamtkontext unserer Antworten und zu unserem Finanzierungsansatz (siehe Frage 6 <q>Bauen-Wohnen-Stadtgrün</q> unter wwww.runder-tisch-klimanotstand.de/wahlpruefsteine/).
Stimme zu;Siehe vorherige Antworten! Ein eindeutiges <q>JA</q> der ÖDP zu dieser Frage ergibt sich aus dem Gesamtkontext unser Antworten und auch der Finanzierung (Frage 6 - Bauen/Wohnen/Stadtgrün). Dieses Thema ist uns ein Herzensanliegen!
Stimme zu;Siehe vorherige Antworten! Das <q>JA</q> der ÖDP ist selbsterklärend und ergibt sich aus dem Gesamtkontext unserer Antworten und unseres Kommunalwahlprogramms. Eines der Kernthemen der ÖDP.
Stimme zu;a. Wir unterstützen die Initiativen grundsätzlich, da in  unserem ÖDP- Grundsatzprogramm sowie in unserem Bundes- und Landesparteiprogramm  eindeutige Aussagen hierzu enthalten sind.  https://www.oedp.de/programm/grundsatzprogramm/wohlstand-ohne-wachstumszwang/landwirtschaft-naturvertraeglich-und-existenzsichernd/?L=0 Die ÖDP hat EU-, landesweit und kommunal entsprechende Anliegen, Volksbegehren bzw. Volksinitiativen seit Jahren selbst erfolgreich eingebracht und umgesetzt (letztes Volksbegehren <q>Bienenretter / Artenvielfalt</q> 2019, zuvor <q>Initiative gegen Massentierhaltung</q>) und beteiligt sich aktiv an entsprechenden Bundes- und Landesinitiativen u.a. von NABU, BUND u.a.<br>Original-Auszug aus unserem kommunalpolitischen Kurzwahlprogramm für die Stadt Aachen und die StädteRegion:<br>Schutz von Umwelt und Natur<br>Jeden Tag verschwinden ca. 150 Tier- und Pflanzenarten für immer von der Erde. Der dramatische Verlust der Artenvielfalt und die Zerstörung der alles Leben erhaltenden Systeme bedrohen auch die Menschheit. Gesunde Menschen kann es nur auf einem gesunden Planeten geben. Die ÖDP steht für einen respektvollen Umgang mit der Natur und mit den Tieren und Pflanzen, unseren Mitgeschöpfen. Wir setzen uns ein<br>- für die Minimierung von Tiertransporten und eine artgerechte und flächenbezogene Tierhaltung<br>- für den Schutz der Menschen mit der sie umgebenden Natur. Dazu gehört auch die ökologische Landwirtschaft, denn die ÖDP steht für konsequente Maßnahmen bei der Gesundheit von Mensch, Tier- und Pflanzenwelt<br>- für den Erhalt und die Unterstützung der letzten kleinbäuerlichen Betriebe in der StädteRegion Aachen und für die Förderung von Modellprojekten für eine ökologische Landwirtschaft<br>- für die Anlage von bienenfreundlichen Wiesen und Blühstreifen<br>- für ein Verbot von „Schotter- Gärten“ und versiegelten Gartenflächen<br>- für regionale Wertschöpfungsketten und für breitere Absatzmärkte regional erzeugter Bioprodukte, zum Beispiel in Schulen, Krankenhäusern, Wohnheimen, Kantinen und Mensen<br>- für ein Verbot von Vorhaben und Aktivitäten, die zu weiteren Grundwasserabsenkungen oder Grundwasserverunreinigungen führen und die im Zuständigkeitsbereich der Wasserschutzbehörde liegen<br>- für die Förderung eines Pilotprojektes „plastikarme StädteRegion“ (z.B. über INTERREG-Fördermittel – zusammen mit den anderen Euregio-Partnern)
Stimme zu;Dieses <q>JA</q> erschließt sich aus dem Gesamtkontext unserer Antworten. Darüber hinaus setzen wir uns ein in Stadt und StädteRegion Aachen:<br>- für den Erhalt und den Ausbau von Wiesen, Weiden, Wald und purer Natur in unserer StädteRegion anstelle der fortschreitenden Boden- und Flächenversiegelung<br>- für eine Freigabe von Bauflächen ausschließlich nach verpflichtenden Bodenproben und öffentlicher Bekanntgabe der Ergebnisse durch eine städteregionale und neutrale Prüfstelle<br>- für den schonenden Umgang mit dem lebensnotwendigen Grundstoff Wasser. Bei Neuplanungen ist zwingend ein Zweikanalabwassersystem und der Bau von Zisternen als lokale Wasserspeicher umzusetzen
Stimme zu;Ja, selbstverständlich ! Und nicht nur das. Wir möchten das Thema Klima-Natur und Umwelt nachhaltig in die Bildung junger Menschen einbauen. Deshalb hier ein Auszug aus unserem Kurzprogramm für die Kommunalwahlen in Stadt und StädteRegion Aachen:<br>Familie, Kinder und Bildung<br>Räume, um wichtige Erfahrungen im Leben zu machen, werden immer techniklastiger. Uns gehen die Momente des naturnahen Lebens immer mehr verloren. Wir „denaturieren“ zusehends – analoges Lernen tritt gegenüber digitalem Wissen in den Hintergrund.  Dabei übernehmen institutionalisierte Lernorte zunehmend das Vermitteln von Lernerfahrungen in der Familie und im sonstigen persönlichen Umfeld. Wir setzen uns deshalb ein<br>- für eine natur- und umweltbewusste Bildung in Kitas und Schulen sowie geeigneten außerschulischen Lernorten in der Lebenswelt der Kinder und ihrer Familien. Dazu gehören beispielsweise der Besuch von Bauernhöfen und Lehrpfaden im Wald, einer Imkerei oder einer Gartenkolonie. In der Schule selbst sollen verpflichtend naturnahe Lernorte geschaffen werden wie beispielsweise insektenfreundliche Schulgärten, Schulacker, Bienen- und Insektenhotels, Klang- und Entspannungsgärten. Nur so kann schon früh die Mitverantwortung für die Lebensräume von Tieren und Pflanzen geschärft werden<br>- für die Entwicklung eines ganzheitlichen Gesundheitsbewusstseins, insbesondere in den Bereichen Ernährung und Bewegung. Dies soll sich auch im Speiseangebot der Kitas und Schulen widerspiegeln<br>- für das Recht auf eine analoge Kindheit. Dies bedeutet nicht den Verzicht auf digitale Bildung für alle Kinder<br>- für eine Bildung, die Kopf, Hand, Geist und Herz gleichermaßen stärkt und damit jedem Kind die Chance eröffnet, seine Talente zu entwickeln
Stimme zu;Auch wenn die Vorgehensweisen im Nationalpark Eifel nicht mit forstwirtschaftlich genutzten Waldbereichen gleichgesetzt werden kann - es gibt auch  gute und bewährte Beispiele aus anderen Regionen einer nachhaltigen,naturnahen  <q>ökologischen</q> Forstwirtschaft, die seitens der ÖDP befürwortet wird und im Grundsatzprogramm der Partei verankert ist.
Stimme zu;I n  j e d e m  F a l l  ! (insbesondere zur Regionalwirtschaft  nachfolgende Fragen zur Kreislaufwirtschaft und zum Recycling). Die ÖDP steht für eine Bewertung von Produktion und Dienstleistung Besteuerung nach dem Prinzip der Gemeinwohlwirtschaft (ökologischer Fußabdruck) und der Postwachstumsökonomie (<q>Weniger ist mehr</q>). Dies gilt sowohl für den privaten Ge- und Verbrauch als auch für betriebswirtschaftliche Vorgänge.
Stimme zu;In jedem Fall! Dies soll durch verschiedene Maßnahmen erreicht werden, die in den nachfolgenden Punkten noch einmal näher beschrieben werden. An dieser Stelle nur eine knappe Auflistung:<br>1. Referenz-und Projekt-Region <q>plastikarme Euregio</q> (dazu gehört auch die Stadt Aachen - über die StädteRegion Aachen, Südlimburg und Ostbelgien)<br>2. generelle Einführung von Mehrweg- und Pfandsystemen; konsequentes Plastikverbot bei <q>To-Go</q>-Behältnissen.<br>3. Nachhaltiger Aufbau von Repair- und Recycling-Cafés, Tauschbörsen der Dinge und Dienstleistungen in der Stadt und der gesamten StädteRegion; Förderung handwerklicher Kenntnisse, Fähigkeiten und Fertigkeiten und Stärkung des dualen Berufsausbildungssystems<br>4. Interreg-Projekt: <q>Anti-Schrott-Kampagne - 5 Jahre Gewährleistung bei in der Euregio erstandenen Elektrogeräte</q><br>5. Euregio-Projekt: <q>Wir in der Region Maas-Rhein</q> - regionale Produkte und Dienstleistungen aus der Region für die Region unter Einbeziehung von regionalen Tauschbörsen und einer intelligenten Neubelebung  der  <q>Regionalgeld-Idee</q>.
Verdreifachung;Schutz von Umwelt und Natur / Ressourcenschonung (Auszug aus unserem aktuellen ÖDP-Kommunalwahl-Kurzprogramm):<br>Gesunde Menschen kann es nur auf einem gesunden Planeten geben. Die ÖDP steht für einen respektvollen Umgang mit der Natur und mit den Tieren und Pflanzen, unseren Mitgeschöpfen. Dazu gehört auch die unbedingte Schonung begrenzter Ressourcen. Wir setzen uns deshalb u.a. ein<br>- für die Förderung eines Langzeit-Pilotprojektes „plastikarme StädteRegion“, insbesondere gefördert über INTERREG-Fördermittel  in Zusammenarbeit mit den anderen Euregio-Partnern.
Stimme zu;Die Idee ist klasse und hat auch eine wichtige soziale Komponente, erfordert aber ein durchdachte Logistik und auch einen höheren Personaleinsatz. Beides muss deshalb auch klar mit <q>Ja</q> beantwortet werden. Zusätzlicher Plastikmüll muss vermieden werden.
Stimme zu;Die generelle Einführung von Mehrweg- und Pfandsystemen und das strikte Verbot von nicht absolut notwendigen Umverpackungen oder <q>To-Go-Plastik-Nahrungsmittelbehältnissen</q> sind sofort konsequent anzugehen. Es darf nicht sein, dass klima-, umwelt- und naturbewusste Menschen lediglich die Qual der Wahl zwischen regionalen, plastikfreien oder (!) Bio-Produkten haben. Alle 3 Faktoren in einem Produkt müssen in unserer Region schnellstens zur Regel werden (siehe auch vorherige Fragen 1-3).
